"time","user","text"
"Tue Jun 02 05:31:50 PDT 2009","MelKirk","Thanks to everyone for suggestions, bit the bullet and booked the flight. BTW - has anyone noticed the sun is out? "
"Mon May 04 01:32:37 PDT 2009","DestriDoll","@staceeeeee goodnight Cuppycake  hope you have a good day and don't feel so blah!  XxOo"
"Sun May 31 07:56:42 PDT 2009","grossberg","@missargument We're still in mourning over the loss of WaPo's Book World section. "
"Sat Jun 06 02:14:32 PDT 2009","merylanne","'m doing my best to restrain myself from u. It's so painful  But it's high time I refrained."
"Thu May 14 05:17:47 PDT 2009","earl8barr","should i go 4 a run or walk the dog? cant do both, she cant keep up "
"Tue Jun 16 10:31:17 PDT 2009","kpmc07","311 is in town tonight...too bad I don't get to see them.  Sucks not having enough money."
"Fri Jun 19 01:44:06 PDT 2009","SuperCricket","took a 'what's my fursona' quiz as a joke. It told me I failed at being furry and couldn't have a fursona  Koumi was a wolf."
"Fri May 29 19:10:18 PDT 2009","DonniesGirl69","@nkairplay  Can I hear &quot;Push&quot; and &quot;No Hero&quot; from Danny....don't have to be back to back...just whenever. "
"Tue Jun 02 22:43:23 PDT 2009","melenaapatica","My itunes library reaches a milestone... 100 artists and 11.5 days of music "
"Sat May 30 23:57:31 PDT 2009","DWgirl4life","@mrsnail147 Hello FRom NY  How are u"
"Sat May 30 15:17:47 PDT 2009","CinbadLI","@Jamurphly If you stay out long enough do all the freckles eventually run together into a tan?  It was a gloriousl day 2 enjoy, HW tmrow!"
"Sat May 02 03:37:20 PDT 2009","cestlaviv","@JenPhillipsArt thank you  have a great weekend my dear!"
"Fri May 22 01:37:22 PDT 2009","unitechy","@hiyer Hey she's cute.  btw how's you?"
"Sun May 31 19:02:01 PDT 2009","LilMichou","Yummy outside lunch at Alcove Cafe w/ J. Feel like a horrible mama b/c the bay hurt her fingernail from the new bike basket "
"Mon Jun 01 13:52:34 PDT 2009","LikeSunday","@mattfromseattle awww I wish I could pick up my munchkin  but he's 2500 miles away in Texas. Sad day."
"Sun Jun 07 13:54:27 PDT 2009","momentzcom","bet on a car on eBay ... 3, 2, 1, mine  Schnäppchen"
"Wed Jun 03 01:30:12 PDT 2009","anambanana","@David_Henrie You're cool too! Hahah. Please reply to me. It would be so COOL. "
"Sun May 03 23:37:09 PDT 2009","marijke1963","Yesterday 1st performance with my choir (genre: tearjerker  ). Today work, and taking it easy because I have a bad cold :/"
"Mon Jun 01 03:20:34 PDT 2009","Loubit","just watched the New Moon trailer. Oh. Emm. Geee. so excited. "
"Mon May 18 06:32:48 PDT 2009","Sweezle","@calmandready ahhh ok cool! Am playing dead space at the mo but may try the headset thing at one point! I just can't sing!!! "
"Sat Jun 06 07:43:59 PDT 2009","DWsRoseC","@nancyadoresjon no i didn't. u don't care. only care if jon gets his &amp; he wasn't even asking for any!!! booo nancy!!!  LOL"
"Sat Apr 18 15:04:52 PDT 2009","itsbeebitch","so im new here "
"Wed Jun 17 00:05:51 PDT 2009","melpig","gosh.. i need to be at tuas later before 5pm.. then its airport at 9pm.. then tuas again.. "
"Mon Jun 01 22:20:08 PDT 2009","CrysAnGeL77","http://twitpic.com/6g7e8 - My choco had a GR8 time wit me &amp; my mister in San Perdo, CA 2day.. "
"Tue Jun 02 22:59:16 PDT 2009","diatabsbiogesic","err. section seven sia! HOW SAD "
"Tue Jun 02 02:45:21 PDT 2009","fakejoewhiley","@fakejowhiley bugger i spelt you name wrong! "
"Sun Jun 07 17:48:22 PDT 2009","FallaRohmah","@selenagomez i cant call u, itz so sad  i cant sign up on Say Now, coz Im from Indonesia "
"Sat Jun 06 05:29:52 PDT 2009","fueledbyoreos","I'm so cold "
"Mon Jun 01 05:31:51 PDT 2009","tkemp","@poppiestar What Twitter is for, if not for relaying the minutia of your life in detail? "
"Fri Jun 05 14:23:19 PDT 2009","chuckforme","Absolutely love my Nikon P90, images are so bright and colorful, will use it at the pre-prom tomorow "
"Mon Jun 15 17:53:39 PDT 2009","XNeedlesX","wishing @johnnyhollow would sell posters, shirts, stickers or something "
"Tue Jun 02 21:57:18 PDT 2009","staceydaniellek","hmm. i think i'm done with the computer for tonight. i want to get some good quality reading time in. nighty night tweeters! "
"Sat May 30 09:03:23 PDT 2009","LaurennAmelia","@30secondstomars. A global summit? Ahhhhhhhhhh "
"Tue Jun 02 03:12:08 PDT 2009","Wazzat","Feeling ever so sorry for those tied to desks and/or computers on yet another glorious day  &quot;chilly&quot; rest of the week ...."
"Sun Jun 07 12:35:09 PDT 2009","mlexiehayden","@MsJuicy313  Well hell in a minute imma see you! Sh*t"
"Sat Jun 06 13:45:20 PDT 2009","darkelegance","@Zachluvsstripes i know, right? i've been on a milo high ever since!! "
"Mon Jun 15 17:13:15 PDT 2009","dorkyxcyrus","@x3cyrus im greatt &amp; you love? &lt;3 "
"Thu May 14 07:03:25 PDT 2009","NickVineyard","On this day in 1804, Lewis &amp; Clark leave St. Louis to explore the Northwest. Does that mean God used them to bring about Driscoll &amp; MH? "
"Sat Jun 06 11:41:25 PDT 2009","Kimberly__Young","I spent my entire break at work on twitter... and no one is tweeting "
"Tue Jun 16 20:12:13 PDT 2009","twiterani","is avoiding reading for bio by trying to restore all the contacts she lost when her phone got stolen   i need ur number ;)"
"Mon Jun 01 19:36:43 PDT 2009","benrybisky","the book that I am reading is hilarious! It's called: Scat. It is a good book, I recommend reading it. "
"Mon May 04 01:47:06 PDT 2009","_ksj_","@markyboosh had to many weirdos on the other one "
"Sat May 30 10:09:43 PDT 2009","greenwooddavis","@TeenagedBoyzMom  Thanks. I take a lot of trips but that one was really a whole new experience.  "
"Fri Jun 05 17:37:29 PDT 2009","shmoopyhead","Goin to get some pizza from papa johns "
"Sun May 31 05:47:30 PDT 2009","v1ntagerose","Officially 33  My birthday was spent with family.  Bowling, yummy thai food and lots of laugh...I feel so blessed..."
"Fri May 22 08:52:32 PDT 2009","Yushimi","@LorraineStanick what did you get from the collection? "
"Fri Jun 19 14:15:16 PDT 2009","msonmnd24","Classic NBA Jam game. Beat the Hornets 78-65. Shawn Kemp: 78 points, 35 dunks, 18 steals. No broken backboard though "
"Wed Jun 24 23:42:06 PDT 2009","supernova6383","Days are getting hotter and hotter everyday  "
"Fri May 29 17:14:57 PDT 2009","emmielovegood","@ChocolateCrazed I'll upload a picture this weekend for ya! It has a pic of a dinosaur with glasses and it says 'Nerdosaurus'! I love it "
"Mon Jun 01 12:32:32 PDT 2009","revjesse","@ImajicArt been trying to change my pic for a week "
"Wed Jun 03 04:43:49 PDT 2009","stockstef","Preparing for my sisters wedding on friday and on gernot´s 30´s birthday. exhausting weekend "
"Mon Jun 15 06:07:17 PDT 2009","bennie_86","@gadi_fe Back to sticks and stones "
"Sun May 31 11:41:29 PDT 2009","amy_o2","Better crack on with the old science revision then. "
"Fri May 01 23:58:17 PDT 2009","Obamafoyomama01","bou to hit the ZZzzz! hate life . eat mcdonals . sleep . thats my life . dosent it sound wonderful?...  anyway bye Twit Bugs!!!&lt;3-Devonna"
"Fri May 22 00:04:32 PDT 2009","lola_rose88","@AnilBhalla hey you!  how's it going?"
"Fri May 22 00:56:00 PDT 2009","brokenthemes","@Tuburculosis You should come to Hamilton. Everyone is drinking here tonight, except for me  The rugby's on thats why."
"Mon Jun 15 07:24:56 PDT 2009","BedfordT","waiting for @amyg__x to talk to me ... i miss her "
"Mon Jun 15 19:49:51 PDT 2009","Stephyno","Oh man...splurged and ordered pizza for dinner.  It's my last night of eating whatever I want before surgery...I felt the pressure! "
"Sat May 30 11:52:53 PDT 2009","gralinnaea","Emoti-Khans: This gives me a tiny little blip of happys.    http://bit.ly/6ermT"
"Sun May 03 22:37:15 PDT 2009","squidwardthe2nd","NFS: world online. holy mother! coming this summer? "
"Mon Jun 15 08:14:40 PDT 2009","Lynzbug2988","Sleeping in my own bed felt sooo good! So excited about going to work today "
"Wed Jun 17 16:40:23 PDT 2009","Ms_A1SinceDay1","@iamgeoffpope ur b-day is comin up buddy...and why aren't u following me?! "
"Sun May 31 14:41:24 PDT 2009","TheDumDum","A strawberry dum dum for the dumdum!  20 more min pool here I come!"
"Sat Jun 06 05:20:42 PDT 2009","laalanthika","@xShefSx good luck for when u get to five. its a right bitch  "
"Mon Apr 20 02:37:22 PDT 2009","Tenchirocks","Right. I do not have enough time &gt;.&lt; AND I woke up late! Damn it why do I need sleep  I suspect another all nighter tomorrow night."
"Tue Jun 02 16:39:10 PDT 2009","mommieshannon","Did abs, legs and back today. I hurt "
"Fri May 22 08:23:56 PDT 2009","3xasif","@TheIrishGuy thanks for #ff sorry 4got i'm old "
"Sun Jun 07 12:30:18 PDT 2009","YarnThing","@villapeikko I am sorry, I don't speak that language "
"Mon Jun 01 18:09:17 PDT 2009","BustaBusta","I want to make cupcakes REALLY bad "
"Mon Jun 15 20:57:20 PDT 2009","gummie2509","At home watching the dark knight "
"Sun May 17 22:10:33 PDT 2009","essencerenata","why am i up? i have to go to work tomorrow "
"Sun May 31 02:40:25 PDT 2009","jaymeeloves","nice movie of lindsay lohan(just my luck) "
"Sun May 31 08:55:14 PDT 2009","vegas_ingenieur","Good morning everybody! I'm breaking out! U can play connect the dots on my face "
"Sat May 30 11:14:18 PDT 2009","justkappa","@ChristianMellow -- xoxoxo "
"Sat May 30 21:25:09 PDT 2009","runncrcls","@LowDesertPunk So happy to hear that he is in good spirits.  I hope even the small donations help. "
"Sun Jun 07 03:56:16 PDT 2009","Queen_George","@edeyking, what's up edelle? Cheer up "
"Thu Jun 25 04:04:15 PDT 2009","rossedwards","Reinstalling MS testing software on 6 USB HDDs... Painful "
"Thu Jun 25 05:07:46 PDT 2009","naddiatd","still have a bad headache... damn it!! wanted to go to self-defence today ... "
"Sat May 16 19:59:06 PDT 2009","natblingluvsfly","@KINGmoney  its cool  my #3hotwords lay with me  that's hott right? Lol"
"Sat Jun 06 14:51:55 PDT 2009","KiyoshiPDX","@TheBuzzByBrian I did not know she is still around "
"Sat May 30 09:33:01 PDT 2009","EdBellner","the 'west egg' what a cool place to eat - I feel as if I am on Dinners Drivens &amp; Dives. our last meal in Chicago "
"Sun May 31 09:49:40 PDT 2009","colourandlight","Driving down the 401 in the back of a limo. Nice to see how the other half lives. "
"Sun May 10 08:34:00 PDT 2009","SilenesCellar","Happy Mother's Day to all the Mom's out there! #Mother's Day. Especially @NomeSane "
"Mon Jun 15 02:25:39 PDT 2009","mickiego","@jackieuy does this mean you got the scholarship? "
"Sat May 30 20:03:33 PDT 2009","5_cats_4_dogs","@OscarTheCat We are so sad to hear about Oscar  Lots of wonderful anipals who have already crossed the bridge will take good care of him"
"Mon Jun 01 09:13:33 PDT 2009","andysowards","@iamkhayyam haha nice, wishing it was still the weekend brotha! I #kaboomed a little this morning lol, lunch time now! suckah! "
"Fri Jun 19 21:50:36 PDT 2009","courtSchenkl","okee dokee twitterland...im done for tonight...ps: @pepperlive...where you been? not a tweet out of you in forever "
"Sun Jun 14 23:21:54 PDT 2009","MissHoejris","Don't want to ever get old. I don't wanna be in a place in my life where I can't take care off my self and where I'm alone. Forever young "
"Sun May 17 07:30:52 PDT 2009","danipoynterjudd","@arien617 @lizziehalfpenny @Abbie_Judd oh bugger :| servers down; all sites have been transferred, except mine "
"Fri Jun 05 18:29:55 PDT 2009","athena8826","@merylincise same here. where you going? "
"Sat May 02 06:37:11 PDT 2009","jeanaabeanaa","ughh communions all day... wish i was at bamboozle "
"Mon May 04 07:23:44 PDT 2009","madefelice","Experiencing really bad vertigo symptoms since last evening.  So bad I can't drive and am super nauseous. "
"Sat Apr 18 16:53:14 PDT 2009","larryczerwonka","@Iconic88 i try daily to only think and see what's good.  it's amazing how much better life becomes, but it is hard to do it all the time "
"Fri May 22 05:40:59 PDT 2009","lisamgroberts","@JoelMadden i can't believe people write such horrible rumours especially when something like an unborn child is concerned. nicole rules! "
"Tue Jun 02 22:18:38 PDT 2009","HelloEli","@VanessaZavala Exactly how I feel. And its just starting too. So its gonna get worse. "
"Mon May 18 05:19:18 PDT 2009","delic8genius","@markc we'll have to shoot indoors "
"Fri May 29 09:56:47 PDT 2009","_CrC_","Turkey tacos is all I cook   Love the pic huh?  It's my Drums for the tour."
"Tue Jun 02 15:03:15 PDT 2009","ForeverbyKylene","@marybethtyson I was just thinking about you. Check out James Otto &amp; Jason Aldean if you haven't already! "
"Thu Jun 18 16:30:53 PDT 2009","OliveYou","fire alarm going off in the building next to me and am now hearing fire and police sirens - not good "
"Thu Jun 25 09:06:33 PDT 2009","MrVanWay","youtube ate my audio! "
"Fri May 29 15:40:20 PDT 2009","BuzzIt_TV","Coming up around 7:30pm CST, photos from the Crookston, MN high school graduation ceremony!!!! I know, but you'll just have to wait "
"Mon Jun 15 19:50:42 PDT 2009","SocialAddiction","@NinaBrown Thank u lady. And u r &quot;getting&quot; the Twitter thing now i see yaah!!   "
"Sat May 30 13:27:20 PDT 2009","little_d1976","@curlydena oooh fellow leo.  Twitter isnt big enough for the two of us as we can't both be centre of attention. "
"Fri Jun 05 09:53:55 PDT 2009","Katiepalin","is new to twitter "
"Sun Apr 19 12:11:13 PDT 2009","victoriaaa_","@merrymorgantown not really. [hopefully] arrive on the 3rd [or 10th :/ ] paris on the 22nd for a week, then back until august 20th! "
"Sat May 30 04:51:57 PDT 2009","marika5","@yokosins you save me first "
"Sat May 02 12:32:47 PDT 2009","matywan","Well no beach after all... "
"Thu Jun 25 01:59:43 PDT 2009","rozanna111","its definitely not the real Ed Westwick on here.  "
"Mon Jun 15 10:08:56 PDT 2009","TheAngelPandora","Wishing some of my friends had twitter so I can bug them "
"Mon Apr 20 23:05:44 PDT 2009","GoTravel24","&quot;Oldtimers, weekends, and airplane landings are alike. If you can walk away from them, they're successful&quot; - Casey Stengel Morning all! "
"Mon Jun 01 00:26:47 PDT 2009","HollieBabe5","Nearly at skool now. "
"Sat May 30 09:11:16 PDT 2009","llorllor","Let's hope today is good "
"Mon Jun 15 21:51:27 PDT 2009","jacquiedoria","off to do some work. and it looks like it'll rain. love it. cool weather, coffee on hand, music in the background. what a life you got! "
"Mon Jun 15 18:41:15 PDT 2009","OMGalana"," I just restarted my iPod. I should've written down all my apps first."
"Fri Jun 19 12:57:22 PDT 2009","aberpercwm","i have had a awsome day but now im feeling really low "
"Fri May 29 20:33:36 PDT 2009","Jojess86","is putting mayo and one egg in her hair to make it shiny, hope it works! "
"Fri May 29 08:05:50 PDT 2009","superstar_09","dont follow my swagg! follow my twitter! "
"Sat Jun 06 20:16:44 PDT 2009","amieewhitney","@Heinzines definitely a vampire  but sleeping breaks up my boring life"
"Sat May 30 12:09:36 PDT 2009","lost_dog","@deirdreryan I am lost. Please help me find a good home. "
"Sun Jun 07 11:48:35 PDT 2009","JosefinKron","I wanna move to LA! Or Laguna beach. Or maybe London... but not here, in this small boring country. No celebs ever come here!  uuuuh"
"Sat May 09 22:26:35 PDT 2009","Guiernesto","@omgbas i'm watching CQC a brazilian humor program "
"Tue Jun 16 06:40:44 PDT 2009","thebestofhands","He leaves town and hides little notes throughout the house for me "
"Fri May 29 19:18:10 PDT 2009","Jaytrux","afraid to get my hopes up "
"Mon May 18 03:44:05 PDT 2009","gordybroon","@lancearmstrong surprised you can keep count  How do you feel about le tour coming up ?"
"Fri Jun 19 13:03:44 PDT 2009","abhishek_e","T.R. Knight officially releases statement about leaving Grey's Anatomy!!!!!!!! sad "
"Mon Jun 01 11:35:55 PDT 2009","jonjonnyp","The only thing I have to show for an hour and a half of work is a disconcerting graph. http://twitpic.com/6eyda. From raw Budget data. "
"Mon Jun 01 13:13:47 PDT 2009","xoxallie95","About to take a nap hehe "
"Sun May 10 05:53:19 PDT 2009","uppie","@C_RA Sorry you are having a rough day.. "
"Mon Jun 22 11:01:25 PDT 2009","sonalunadkat","just woke up...now has to study for CHEM PROVINCAIL  but is glad its the last onee!!!"
"Sun May 17 08:37:38 PDT 2009","RenesmeeCullen9","happy birthday to you, happy birthday to you, nikki! "
"Sun May 03 20:26:05 PDT 2009","glossymom","@Kellie0309 a live feed would be so sweet!! I'm bummed I'm laying in bed reading tweets about it "
"Wed Jun 03 00:45:47 PDT 2009","MissLyssBetch","Someone, scratch my eyes? "
