"date","user","text"
"Sun May 31 14:19:52 PDT 2009","FuckSOHO","@LaYeNNy  I want some!!!!!"
"Sat May 02 22:32:31 PDT 2009","_shaay","i'm a possum murderer!   he didn't stand a chance "
"Sat Jun 06 00:25:25 PDT 2009","mikoblanco","nd when ur standing here in frnt of me that's when i knw that God does exist. 'cos he will hve answerd evry single prayer 2 b with u. Aww "
"Fri Jun 05 17:35:28 PDT 2009","banaifeldstein","Maybe I should've contributed to the Hugh Laurie trending topic. It got my other account more followers.  Oh, whoops. "
"Sun May 03 19:41:23 PDT 2009","hollywood5280","@8ightThaSk8  Drunk talk huh?! Celebrating the Nuggets ...OH BOI !  LOL ... yep, thats me !  "
"Mon Jun 15 16:35:07 PDT 2009","BeckiDunaway","@brianltabor No!  say it isn't so!  And you were so good to get away from the Apple Pie Eating contest yesterday.  "
"Sun Jun 14 22:59:45 PDT 2009","nevershoutapple","@LisaNoelRuocco aw, you're leaving. But glad you had fun here  come back anytime with the guys "
"Sun May 31 03:08:34 PDT 2009","x33ieroNINJA","apparently it should maybe snow tonight  i hope so. it would make my day &lt;3 i've had a shit day; i wish @JackAllTimeLow would cheer me up"
"Mon Apr 06 22:35:50 PDT 2009","edsed","I still can't find my keys. "
"Tue Jun 02 04:45:28 PDT 2009","lynniebean27","@cakesandbakes Ohh nooo!  We're in America! Lol spoilt little brat aren't I?"
"Wed Jun 17 17:05:02 PDT 2009","mitchmillion","she not showin me no love, no good "
"Fri Jun 19 22:13:59 PDT 2009","craquelcat","soooooo tired. that was one of the worst volleyball practices ever! i hate conditioning. "
"Tue Jun 16 16:16:26 PDT 2009","XDaNNaX","snif snif snifing....   it is horrible to get sick!"
"Mon Jun 15 05:02:32 PDT 2009","onlydanno","@RozD Yup seriously... hes @KevinRuddPM and he writes his own tweets "
"Sat May 09 22:36:19 PDT 2009","onlysweeter","My legs are so fucking sore. And my feet hurt to walk. Whataday "
"Tue May 26 22:55:41 PDT 2009","kewlwhip","A BIG Happy Birthday goes out to @dream_mancer ... she is really old! I will start investing in a grave plot for her b-day present! "
"Mon Jun 15 20:06:55 PDT 2009","jessie713","home now just saw cousin and brother "
"Mon Jun 01 20:38:59 PDT 2009","gilraen23","watching some tv and relaxing "
"Fri Jun 05 18:28:57 PDT 2009","Drockius","yes! computer is running again! cant use twitter with my new phone though "
"Sat Jun 06 17:43:22 PDT 2009","jlopezDR","@nnova my 3rd so far "
"Mon Apr 06 23:27:13 PDT 2009","kissbliss1","18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. "
"Sun May 31 18:38:58 PDT 2009","yaseminx3","ohmyrobpattz l: it's late. goodnitee world. I hopee twilight + the cast win a lot of awards  lovelovelove. yas."
"Sun May 17 10:59:08 PDT 2009","KatieChute","woo just got home from ball ....the sky is crying because u left me "
"Thu Jun 25 07:44:55 PDT 2009","DemarisAsia","Cleaninq .   lol . then eatinqq ."
"Mon Jun 15 18:11:43 PDT 2009","ummm_Stacy","@UNOlker perhaps that would help lol "
"Sat Jun 20 14:01:52 PDT 2009","kimcess","I wish I were back home to spend Father's Day with my grandpa and dad! "
"Tue Jun 16 22:16:03 PDT 2009","libbette80","@ddlovato I cried like a baby watching that movie "
"Mon Jun 01 20:57:02 PDT 2009","sHantz820","seafood noodles never tasted this good. haha!! wait. rummaging through some photos.. "
"Mon Jun 15 06:46:41 PDT 2009","taeric","@vi_jedi What would constitute a good client?  I've yet to move on past the main website... "
"Mon Jun 15 12:59:17 PDT 2009","ScienceYeaaah","@ciararyandreams; shit really :O now im really sad "
"Sun May 17 00:07:30 PDT 2009","luvsJonasandVFC","@lawerca nope! ive gone to every tour since before the prom tour and i cannot believe im not going! sadly im broke!  "
"Tue Jun 16 03:43:47 PDT 2009","hornpolish","@timoelliott oops, sorry - i see two tt's; fingers messed up the translation.  wish SAS searched better than SAP  lotsa notSASinc SAS"
"Wed Jun 03 01:40:28 PDT 2009","noveladdict","I want this shirt: http://twurl.nl/gpqo8n "
"Sat Jun 20 11:37:55 PDT 2009","MelinaPlaza","Riding my horse  I'm so tired and i didn't have time to sleep... I think i'm gonna fall asleep in the way to &quot;riding my horse&quot; haha xoxo"
"Mon Jun 01 11:32:51 PDT 2009","DaveCharest","It's the 1st of the month! Woo hoo! Good June everyone. "
"Mon Jun 15 19:21:32 PDT 2009","Eugen_S","@danielbray Nice! I think we're going to be able to use a Leaf back on a Sinar 4x5 this year. Though only in studio "
"Wed Jun 17 06:37:26 PDT 2009","lozakasuperman","@AlanCarrFan gutted forums down  that was a mad morning =|"
"Sat Apr 18 15:44:51 PDT 2009","jordanleighxx","cleaning up the house-- looks like its going to start raining "
"Mon Jun 15 02:30:18 PDT 2009","Memorial_Beach","Bloody Welsh weather. Getting cloudy now, typical! "
"Fri Jun 19 02:07:32 PDT 2009","airarowena"," i hate it! he's mad at me again! "
"Thu Jun 25 02:27:51 PDT 2009","FREDDIESDOUBLE","@greg_wells  Agree! was a great article although Im stuck with 30 newpapers and dont know what to do with them , poor rain forests "
"Tue Jun 16 05:39:49 PDT 2009","AProudArmyMom","@byGODSgrace  I know it is...you've never let that little one out of your sight! "
"Sat May 16 23:50:24 PDT 2009","InLuvwithJON","@wicked12 Thanks   I love to meet new people...as long as it is a drama free zone.  You're pretty damn cool yourself!"
"Fri Jun 05 10:43:29 PDT 2009","mcvasquez423","is graduating tomorrow! "
"Tue May 26 22:55:43 PDT 2009","cinna665","loves reading Kevin Smith's funny updates "
"Sat May 30 23:23:22 PDT 2009","original_one","@EarthFire Same to you Babe... im moseying outa here too...Sweet Dreams sis  "
"Sun May 10 09:34:24 PDT 2009","ryannedeff","McD's with the kid while Mom naps. I think I'm getting the better end of Mom's day so far. "
"Sun May 31 12:58:29 PDT 2009","lesiqueira","a@Dannymcfly how is bruce without the one who puts a smile on his face? "
"Mon Jun 15 09:30:12 PDT 2009","sassymonkey","@thatwoman and it's a million times better than any of the contests you could have won. "
"Wed Jun 03 01:24:07 PDT 2009","cooling","@candypop thanks! and @blabbrmouth not mine, my dad's, i shall welcome him for you  and yes it's the silver macbook!"
"Mon Jun 15 06:10:32 PDT 2009","Amanda_mb","@stephtodd7 lol! he didn't message back..gutted! Ohhh cringe. and aww  haha sucks! afternoon in the sun for me i think! lol"
"Tue Jun 02 01:03:10 PDT 2009","karinebb","in university.. it s cold "
"Sun Apr 19 01:29:39 PDT 2009","Martthitta","Sunday! "
"Wed Jun 03 03:29:22 PDT 2009","shellrawlins","@twinkleboi oh  still make them pay!"
"Mon Jun 15 15:05:43 PDT 2009","B3aUty21","damn this guys is really making me feel some kind of way "
"Tue Jun 16 20:05:00 PDT 2009","d4nz","@gillismail I don't have a million dollurs to spend on your awesome coding abilities "
"Tue Jun 02 21:37:09 PDT 2009","CBJason","@speterman on camera tossing, I think I could borrow my wifes AS 300 IS for such a project - easier to replace than my SLR!  "
"Tue May 26 21:38:40 PDT 2009","justjame","Missing my gym buddy. Sometimes solo-sweating sucks "
"Wed Jun 03 04:07:55 PDT 2009","TeadavsTiara","In the airport waitin to catch a flight back hm to da chi! Everytime I go hm its for somethin bad! "
"Sat Jun 06 05:16:17 PDT 2009","suukii","that will be the Alan Sugar school of education then? Anticipate slashes to budgets for all but skills "
"Thu Jun 18 18:55:03 PDT 2009","banannie","@bpende aw so sorry about your pup "
"Sat May 02 03:23:17 PDT 2009","Ginnykayeo","The sun is shining, the birds are singing, and there's not a cloud in the sky, what a perfect day to... Go over Promissory Estoppel "
"Sat May 30 18:42:51 PDT 2009","Cameron_Quinn","I've got some work to do. BBL.  Osu. Have a grfeat day all."
"Sat May 16 22:58:00 PDT 2009","booyasu","oh FML, just found out tom morello is opening for janes addiction and nine inch nails..... growing up sucks "
"Fri May 29 18:11:15 PDT 2009","TehStalker","dam bad mood doesn't mean you gotta go take it out on me!!!  now im frustrated angry and i miss my fried noodle "
"Mon Jun 15 02:41:15 PDT 2009","loki0527","Another monday. It was a nice weekend, however I didn't do anything... just eat, sleep and breath. "
"Sat Jun 06 06:14:55 PDT 2009","tehdancingjames","@crabstickz  Keep both legs bent and pull with your legs not your back! Youll avoid injury that way  Be Safe."
"Sun May 03 05:08:10 PDT 2009","kaariiz","music and stuff "
"Mon Jun 15 01:12:32 PDT 2009","SoyC","@TessMorris missed you all "
"Sat Jun 06 03:03:58 PDT 2009","CheyP13","I just walked home by myself, in a foreign country, and I'm only 13. I feel awesome right now! "
"Mon Apr 20 01:08:21 PDT 2009","c0decafe","@eMxyzptlk just meant &quot;eMxyzptlk&quot;, random rotted b64? j/k "
"Thu Jun 18 16:21:07 PDT 2009","RcknxthexMelody","buying the final book of The Mortal Instruments trilogy tonight! City of Glass. so sad, It's almost over "
"Fri May 29 12:01:35 PDT 2009","BlytheARoo","baseball game tonight and my boys are in Red Sox uniforms yay! totally gettin lots of pics "
"Sun May 10 09:59:17 PDT 2009","madru92117","Happy Mother's day! Going swimming in the bay. It is still a training day. "
"Mon Apr 20 02:22:09 PDT 2009","NGowers","@random_bloke some chance!  "
"Sun May 31 16:27:46 PDT 2009","xotay1orox","@rasherbow okay so my phones broke and i feel so out of touch with you today  "
"Tue Jun 02 15:02:23 PDT 2009","MandyPandy32","@lovefromrandom It's really sad actually. Poor monkey's "
"Sun Apr 19 11:10:54 PDT 2009","msingridb","@jproduction CMON J U KNOW WE GO WAAAYYYY BACK LIKE ........LAST WEEK "
"Thu Jun 18 06:17:32 PDT 2009","crazybabiiee08","Get outta my head, outta my system. Get outta my heart.  http://plurk.com/p/11wqiy"
"Sun May 17 01:50:49 PDT 2009","georgiibeatle","Angus &amp; Julia Stone are beautiful "
"Sun May 10 09:59:22 PDT 2009","CompanyWoman","@AllisonNazarian Big fan of nickname trivia.  Answer: Utah Jazz, Miami Heat, Orlando Magic and OKC Thunder.  Need to check w/Daniel? "
"Mon Jun 01 18:58:26 PDT 2009","SydnieTaylorAna","Watching Maneater on lifetime... It's my guilty pleasure dont judge me "
"Fri May 29 09:44:39 PDT 2009","KComer","Follow Friday shouts coming soon....dnt think i forgot abt nebody "
"Fri May 29 21:29:26 PDT 2009","dorkmuffin36","@ILUVNKOTB mmmmm..sonic! tator tots with cheeeese "
"Mon Jun 15 18:07:16 PDT 2009","omfgimadinosaur","@CopyAndChase as soon as i came back i saw my pm on cam......thats just mean chase.... "
"Sun Jun 07 17:02:28 PDT 2009","OhHeyRachie","I have snack cakes in my bra  HaHa!"
"Sun May 31 03:05:53 PDT 2009","susanhutchinson","@kimballroundy AWESOME!  Wishing you guys a blessed homebirth! "
"Tue Jun 16 00:48:11 PDT 2009","Janina_Michaela","This morning Emily was saying every single line from Twilight - when Bella was talking to Edward in the meadow "
"Wed Jun 24 22:34:23 PDT 2009","sierrabardot","@mileycyrus you saved my life. you taught me life lessons. yet i've still never met you/gotten a reply  i love you miley"
"Sat Jun 06 07:31:27 PDT 2009","choonyee","@cherrywopie i never said anything bad to trash federer la! i was just being realistic! REMEMBER TO MISS ME!  bring me to japan with you"
"Fri Jun 05 08:45:05 PDT 2009","xtnblue","@thebeatles that's almost my birthday! "
"Tue May 26 22:35:18 PDT 2009","ZombieRawr","Today wasn't so bad really. Now off to home "
"Thu May 28 20:50:13 PDT 2009","Becthediver","@priscillayacoub   oh no, ;) just trying to decide, im leaning towards rock climbing tho haha "
"Mon May 18 00:28:56 PDT 2009","allialacanilao","@DavidArchie hi, david archuleta.  i'm a big fan. i was just wondering, what airplane did you ride going to LA? "
"Mon Jun 01 20:16:38 PDT 2009","nikihoyt","totally not into twitter like i thought i would be... so im gonna take a hiatias (sp) for a bit.... find me on facebook or call / text. "
"Fri May 29 13:17:51 PDT 2009","almostvisible","@LisaSawyer317 Thanks for the #FollowFriday "
"Thu Jun 18 18:49:09 PDT 2009","heyitserrrika","I want a job RIGHT NOW! For the most part I like the job I have now, but it can't pay for that apartment. "
"Sat May 30 08:11:10 PDT 2009","lakeeffects","Someone feeling the love! Just sold more US stamps w love on the beach.  - http://bit.ly/16FLE1"
"Sun May 31 04:59:05 PDT 2009","Meteora20","@xxAnnaSxx yes he is.  lol #chesterday"
"Thu Jun 18 00:30:37 PDT 2009","laurenmocny","need my back popped "
"Tue Jun 02 11:48:18 PDT 2009","MajorLXXV","#Nintendo # E3 Starting to not care about Nintendo at all "
"Tue Apr 07 01:57:27 PDT 2009","daveredfly","Morning everyone. Bad dream woke me up "
"Mon Jun 15 19:49:24 PDT 2009","sfgiantsgirl","@molz19 only 7?!  if I only went to 7 I could be down here for every game also, but no way I'm gonna ask for a pass for EVERY game ya kno?"
"Mon Jun 15 19:21:09 PDT 2009","EILANDLOVE","Watching why did I get married an drinking rum. What is up with cali's weather  I want my blanket"
"Fri May 29 09:50:32 PDT 2009","MrsAtwood","@WeddingWindow Thank you for the #FF love "
"Tue Jun 02 06:02:18 PDT 2009","evaglamour","Getting Krunk on a Tuesday, getting my workday on! "
"Fri May 01 23:21:22 PDT 2009","redlightcycle","Is with brittany!  and macy and drew!"
"Sun Jun 07 03:50:35 PDT 2009","andrius333","@officialTila  most twitering person this weekend "
"Fri Jun 19 19:30:18 PDT 2009","marap23","@Smaulren Ohh, how annoying. "
"Wed Jun 17 10:16:08 PDT 2009","philpegg","@DMoyer5454 I've heard that call quality and coverage is less than pleasing "
"Sat May 30 17:01:59 PDT 2009","robsthomas","@tommcfly with the bread.. DONT FOLD IT!! It only makes a mess!!! But get an amp up to 11 and that will cheer you up!!  "
"Fri May 29 08:01:41 PDT 2009","FullofGiggles","@CookingGranny well.. two more years of highschool.. ha ha ha but done for this grade ten season "
"Mon Jun 01 05:31:45 PDT 2009","Ditte_Vanity","@ginaxmcr  ooh, pictuures! "
"Sun Jun 07 10:28:03 PDT 2009","jessicaleigh143","Eating pizza for the first time since i worked at the pizza place.. memories "
"Mon Jun 01 05:24:08 PDT 2009","leahmarcella","Catch phrase, donuts, and oj with my pace girls "
"Tue Jun 02 22:37:36 PDT 2009","kjust","dangggittt.  so 2 more papers to go, 1 more midterm, and 1 final THIS week!! on the bright side, i am forever done with physics lab "
"Mon Jun 01 01:46:09 PDT 2009","RaraACTIVE","@xo_mcflyandjb i might have mine up tonight ... only if you put a nice ending and me + harry in yours aha.  i'll out you in mine."
"Wed Jun 03 03:00:27 PDT 2009","forbairt","@Laughing_Lion in the bible bashers and a t-shirt today ... bit of a change but  not as bad a homecoming as it could have been "
"Sun Jun 07 18:45:48 PDT 2009","tiffanyroolz","@shannonsawsom lmfao. YES I am talking to cumberly. did you get my tweet about you cause its not showing up "
"Sat May 30 09:59:03 PDT 2009","Vischnu","Ran 10 km on 1:1:58... Not so very good "
"Sun May 31 06:25:49 PDT 2009","taetin","@mwabee june 14 daw telecast dito. "
"Mon Jun 15 23:20:09 PDT 2009","alicelonghurst","had to walk home in the rain, but saw the brightest rainbow in the history of rainbows so it was okay. plus rain is good. "
"Tue Jun 16 01:47:06 PDT 2009","mieldavon","Ok. HOMEWORK TIME. Psych research: Biological Approach to Psychology  My favorite subject besides rehearsals. Yes, that's a subject too "
"Tue Apr 07 06:29:40 PDT 2009","bbgeeks","@Freed2Travel not sure if they offer the full service at the Atlanta location- they did in MI -if you stop by, please let me know  Thanks"
"Thu Jun 25 04:52:58 PDT 2009","iSub","Scores being added. Winners announced shortly. My average was 109 tonight. Bit lower then usual "
"Sun Jun 07 10:22:05 PDT 2009","georgeyshere"," just sat wit sis lookin on twitter  x"
"Sun May 31 00:29:53 PDT 2009","SpeaV","@Abighaile I've enjoyed your photos a lot!  kinda excited about the sculpture 8D"
"Fri May 22 00:00:54 PDT 2009","caelagoestweet","Happy birthday me!  Happy birthday evil identical twin! We're old "
"Mon May 04 07:18:12 PDT 2009","deannapoulos","Back to my lonely room "
"Sat Jun 06 04:22:49 PDT 2009","KatieeHowell","i enjoyed shopping with my mam  i really cant wait till london &lt;3!!!"
"Sat May 30 11:03:49 PDT 2009","abbidoyo","Just looked up movie times. Dance flick and ghost of girlfriends past aren't playing at eastgate. "
"Fri Jun 05 22:20:15 PDT 2009","ajsouthern","@mama2addie today here  thank you! DMed you a code, tho probably to late. Hope you have fun."
