"rm";"id_projeto";"projeto";"tipo_rm";"titulo";"criacao_rm";"termino_rm";"data_corte";"is_backlog"
17749;38;BI Desenvolvimento;Correções;[COMERCIAL] Grupo de faturamento afeta contagem de imóveis;"27/09/2017";"22/02/2019";"01/03/2017";0
17750;17;GSAN;Corretiva;Erro no processamento do Batch - Cancelar Contas Programa Recuperacao Inadimplentes;"27/09/2017";"31/10/2017";"01/03/2017";0
17751;17;GSAN;Corretiva;GsanAC está inserindo imoveis em duplicidade durante o carregamento de arquivos divididos;"27/09/2017";"28/09/2017";"01/03/2017";0
17752;17;GSAN;Atendimento;Inserir conta para um conjunto de imóveis - Taxa Mínima;"27/09/2017";"27/09/2017";"01/03/2017";0
17753;17;GSAN;Atendimento;Extração Sefaz;"27/09/2017";"27/09/2017";"01/03/2017";0
17754;17;GSAN;Evolutiva;Excluir clientes da Tarifa Social que não compareceram ao recadastramento;"27/09/2017";"05/10/2017";"01/03/2017";0
17755;17;GSAN;Atendimento;BAIXA DE FATURA INCLUSA NO PARCELAMENTO;"27/09/2017";"27/09/2017";"01/03/2017";0
17756;17;GSAN;Atendimento;query imoveis que pagam tarifa de cortado;"27/09/2017";"28/09/2017";"01/03/2017";0
17757;3;Alpha;Atendimento;admin/solution - alteração de senha;"27/09/2017";"27/09/2017";"01/03/2017";0
17758;3;Alpha;Atendimento;admin/solution - alteração de senha;"27/09/2017";"27/09/2017";"01/03/2017";0
17759;17;GSAN;Atendimento;Erro no GSAN em recepção de roteiro do setor 115, localidade 89-Limoeiro;"27/09/2017";"27/09/2017";"01/03/2017";0
17760;17;GSAN;Atendimento;RETIRAR DO CODIGO 43 - 905372;"27/09/2017";"27/09/2017";"01/03/2017";0
17761;17;GSAN;Atendimento;OS de fiscalizacao Varejo;"27/09/2017";"02/10/2017";"01/03/2017";0
17763;17;GSAN;Corretiva;PROBLEMA NAS RETIFICAÇÕES QUANDO HÁ FATURAMENTO DE ESGOTO;"27/09/2017";"06/02/2018";"01/03/2017";0
17764;3;Alpha;Atendimento;Manutenção - duvidas;"27/09/2017";"27/09/2017";"01/03/2017";0
17765;3;Alpha;Atendimento;admin/solution - criação de login de acesso;"27/09/2017";"27/09/2017";"01/03/2017";0
17766;61;SIG - Sistema Informações Gerenciais;Atendimento;Falha ao abrir o Sistema INFOPE;"27/09/2017";"28/09/2017";"01/03/2017";0
17767;17;GSAN;Atendimento;Grupo de Faturamento Publico;"27/09/2017";"28/09/2017";"01/03/2017";0
17768;61;SIG - Sistema Informações Gerenciais;Atendimento;Relatório Diario Para acompanhamento do Recadastramento na Tarifa Social;"27/09/2017";"27/09/2017";"01/03/2017";0
17769;17;GSAN;Atendimento;LEVANTAMENTO SUBNORMAIS;"27/09/2017";"28/09/2017";"01/03/2017";0
17770;17;GSAN;Atendimento;"PREENCHER O CAMPO ""SITUAÇÃO DE LIGAÇÃO DE ESGOTO"" DAS MATRÍCULAS INFORMADAS";"27/09/2017";"28/09/2017";"01/03/2017";0
17771;3;Alpha;Atendimento;admin/solution - alteração de senha;"27/09/2017";"27/09/2017";"01/03/2017";0
17772;17;GSAN;Atendimento;"PREENCHIMENTO AUTOMÁTICO DO CAMPO ""SITUAÇÃO DA LIGAÇÃO DE ESGOTO"", QUANDO DA ALTERAÇÃO DA SITUAÇÃO DA REDE DA QUADRA";"27/09/2017";"04/10/2017";"01/03/2017";0
17773;17;GSAN;Atendimento;Inserir Faturas 09/2017 - GNR Ipojuca - São Bento do Una;"27/09/2017";"29/09/2017";"01/03/2017";0
17774;17;GSAN;Atendimento;Encerrar RA Informação operacional  de água;"27/09/2017";"04/10/2017";"01/03/2017";0
17775;17;GSAN;Atendimento;Trava de unidade de atendimento e meio de solicitação - RA;"27/09/2017";"29/09/2017";"01/03/2017";0
17776;17;GSAN;Atendimento;GSAN ONLINE erro na  Versão GSAN 12.09.3;"27/09/2017";"28/09/2017";"01/03/2017";0
17777;17;GSAN;Corretiva;Processo 288 REG AUTOMATICAMENTE MOV ARRECADADORES;"28/09/2017";"05/10/2017";"01/03/2017";0
17778;17;GSAN;Atendimento;VERIFICAR ERRO DE FINALIZAÇÃO EM ARQUIVO DO GRUPO 3;"28/09/2017";"28/09/2017";"01/03/2017";0
17779;3;Alpha;Atendimento;admin/solution - desabilitar usuarios;"28/09/2017";"28/09/2017";"01/03/2017";0
17781;3;Alpha;Atendimento;admin/solution - alteração de senha;"28/09/2017";"28/09/2017";"01/03/2017";0
17782;17;GSAN;Atendimento;Atualizar Dados Carteira de Condomínios;"28/09/2017";"03/10/2017";"01/03/2017";0
17784;28;SIC;Evoluções e Novos Projetos;Permitir enviar planejamento de obras sem projeto no Alpha;"28/09/2017";"28/09/2017";"01/03/2017";0
17786;17;GSAN;Atendimento;RETIRAR DO CODIGO 43;"28/09/2017";"29/09/2017";"01/03/2017";0
17787;3;Alpha;Atendimento;admin/solution - alteração de senha;"28/09/2017";"28/09/2017";"01/03/2017";0
17788;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Visualização dos marcadores no BI GTL MAPA;"28/09/2017";"22/02/2019";"01/03/2017";0
17789;17;GSAN;Corretiva;erro nas devoluções guichê de caixa;"28/09/2017";"13/10/2017";"01/03/2017";0
17790;38;BI Desenvolvimento;Correções;[COMERCIAL] Verificar falta de pagamentos no BI;"28/09/2017";"03/08/2018";"01/03/2017";0
17791;17;GSAN;Atendimento;RETIRAR DO CODIGO 42 - 28080263;"28/09/2017";"29/09/2017";"01/03/2017";0
17792;38;BI Desenvolvimento;Atendimento;[GTL MAPA] Atualização do BI GTL MAPA e liberação do acesso;"29/09/2017";"29/09/2017";"01/03/2017";0
17793;3;Alpha;Atendimento;admin/solution - aleração de senha;"29/09/2017";"29/09/2017";"01/03/2017";0
17794;17;GSAN;Evolutiva;Melhorias da Agência Virtual;"29/09/2017";"25/10/2017";"01/03/2017";0
17795;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"29/09/2017";"02/10/2017";"01/03/2017";0
17796;57;ITC ;Evoluções e Novos Projetos;Ciclope - Melhoria nos termos de busca do Webservice;"29/09/2017";"30/10/2017";"01/03/2017";0
17797;57;ITC ;Evoluções e Novos Projetos;Ciclope - Melhoria na construção do JSON de resposta;"29/09/2017";"30/10/2017";"01/03/2017";0
17798;57;ITC ;Evoluções e Novos Projetos;Ciclope - Criação de funcionalidade para log de uso;"29/09/2017";"17/10/2017";"01/03/2017";0
17799;17;GSAN;Atendimento;Implantar no SIG;"29/09/2017";"29/09/2017";"01/03/2017";0
17800;61;SIG - Sistema Informações Gerenciais;Atendimento;Implantar no SIG;"29/09/2017";"30/10/2017";"01/03/2017";0
17801;17;GSAN;Evolutiva;Não permitir tramite de R.A sem localidade para unidade sob contrato da GMR - Tramitar Conjunto de Registro de Atendimento;"29/09/2017";"09/01/2018";"01/03/2017";0
17802;17;GSAN;Atendimento;RETIRAR DO CODIGO 43 - 9885099;"29/09/2017";"02/10/2017";"01/03/2017";0
17803;17;GSAN;Atendimento;Planilha de clientes cobrados da Norte;"29/09/2017";"02/10/2017";"01/03/2017";0
17804;17;GSAN;Atendimento;Correção: numero do contrato de demanda;"29/09/2017";"29/09/2017";"01/03/2017";0
17805;38;BI Desenvolvimento;Atendimento;[COMERCIAL] Consulta com timeout;"29/09/2017";"09/10/2017";"01/03/2017";0
17806;3;Alpha;Atendimento;admin/solution - alteraçao de senha;"29/09/2017";"29/09/2017";"01/03/2017";0
17807;38;BI Desenvolvimento;Atendimento;[COMERCIAL] Verificação da fonte do campo Vol Água Medido e Vol Água Faturado do Analítico;"29/09/2017";"29/09/2017";"01/03/2017";0
17808;17;GSAN;Atendimento;desfazer parcelamento;"29/09/2017";"06/12/2017";"01/03/2017";0
17809;17;GSAN;Atendimento;Emissão segunda via de conta sem cobrança de taxa;"29/09/2017";"02/10/2017";"01/03/2017";0
17810;17;GSAN;Atendimento;RETIRAR DO CODIGO 43 - 24499847 e 24487628;"02/10/2017";"02/10/2017";"01/03/2017";0
17811;17;GSAN;Atendimento;GSANAS | Limpar dados e cachê do aplicativo;"02/10/2017";"24/01/2018";"01/03/2017";0
17812;38;BI Desenvolvimento;Evoluções e Novos Projetos;[PREMISSAS] Novas ligações;"02/10/2017";;"01/03/2017";0
17813;57;ITC ;Evoluções e Novos Projetos;Petaso - Reunião de apresentação do produto;"02/10/2017";"03/10/2017";"01/03/2017";0
17814;57;ITC ;Evoluções e Novos Projetos;Petaso - Realizar modificações solicitadas em reunião;"02/10/2017";"06/10/2017";"01/03/2017";0
17815;57;ITC ;Atendimento;Petaso - Apresentação da solução final para DGC;"02/10/2017";"06/10/2017";"01/03/2017";0
17816;17;GSAN;Atendimento;SIG - Arquivo Volume Operacional com coluna Tarifa Média zerada em 201707;"02/10/2017";"11/10/2017";"01/03/2017";0
17817;61;SIG - Sistema Informações Gerenciais;Atendimento;Acesso ao SIG;"02/10/2017";"03/10/2017";"01/03/2017";0
17818;17;GSAN;Atendimento;OS fiscalizacao VArejo;"02/10/2017";"03/10/2017";"01/03/2017";0
17819;3;Alpha;Atendimento;admin.solution - desbloqueio de login ALPHA;"02/10/2017";"02/10/2017";"01/03/2017";0
17820;3;Alpha;Atendimento;admin.solution - desbloqueio de login ALPHA;"02/10/2017";"02/10/2017";"01/03/2017";0
17821;3;Alpha;Atendimento;admin.solution - alteração de senha ALPHA;"02/10/2017";"02/10/2017";"01/03/2017";0
17822;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Margem Ebitda - Com Arrecadação + Despesa + Ebitda - Construção de Tabela;"02/10/2017";"30/04/2019";"01/03/2017";0
17823;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Atualização dos Realizados (ISC, IQAD, Saídas de Caixa, IPF, IPL, Reclamações, ICA, IAA e IAE);"02/10/2017";"04/10/2017";"01/03/2017";0
17824;28;SIC;Evoluções e Novos Projetos;Software de solicitação de serviços;"02/10/2017";"08/01/2018";"01/03/2017";0
17825;17;GSAN;Corretiva;Analisar o mapa de 6 gigas de gravata que esta parando ao atualizar as coordenadas;"02/10/2017";"18/10/2017";"01/03/2017";0
17826;3;Alpha;Atendimento;admin.solution - alteração de senha ALPHA;"02/10/2017";"02/10/2017";"01/03/2017";0
17827;38;BI Desenvolvimento;Atendimento;Atualização do ARQUIVO DO KIT CAS;"02/10/2017";"02/10/2017";"01/03/2017";0
17828;17;GSAN;Atendimento;Desbloqueio de acesso.;"02/10/2017";"04/10/2017";"01/03/2017";0
17829;17;GSAN;Atendimento;PROCESSO 288 ATU. DADOS IMOVEL PELO RECADASTRAMENTO;"03/10/2017";"03/10/2017";"01/03/2017";0
17830;17;GSAN;Corretiva;Erro - gerado varias O.S de mesmo tipo de serviço (1171) no intervalo de 30 segundos - da O.S  numero 41801837 a 41801850;"03/10/2017";"21/12/2017";"01/03/2017";0
17831;17;GSAN;Atendimento;Erro no carregamento dos arquivos do roteiro de fiscalização - Setor 205 de Limoeiro;"03/10/2017";"06/10/2017";"01/03/2017";0
17832;17;GSAN;Atendimento;Extração de informações comerciais para BRK;"03/10/2017";"09/10/2017";"01/03/2017";0
17833;17;GSAN;Atendimento;Query Parcelamento por RD e sistematizar via SIG.;"03/10/2017";"03/10/2017";"01/03/2017";0
17834;17;GSAN;Atendimento;Planilha de acompanhamento dos cortes administrativos - GNM Norte;"03/10/2017";"05/10/2017";"01/03/2017";0
17835;17;GSAN;Atendimento;ERRO NO FATURAMENTO DE ESGOTO - CICLO 09/2017;"03/10/2017";"10/10/2017";"01/03/2017";0
17836;20;SIM;Correções;Erro - Cadastro de Pleitos;"03/10/2017";"03/11/2017";"01/03/2017";0
17837;17;GSAN;Atendimento;Query Micromedição - Rodrigo;"03/10/2017";"04/10/2017";"01/03/2017";0
17838;17;GSAN;Atendimento;Acesso GSANEOS Varejo;"03/10/2017";"03/10/2017";"01/03/2017";0
17839;3;Alpha;Atendimento;admin/solution - alteração de senha;"03/10/2017";"03/10/2017";"01/03/2017";0
17840;61;SIG - Sistema Informações Gerenciais;Atendimento;ATUALIZAÇÃO DA QUERY  PAGAMENTO GRANDES CLIENTES - GNM SUL;"03/10/2017";"13/10/2017";"01/03/2017";0
17841;17;GSAN;Evolutiva;Projeto Agua da Compesa - Unidade de reversão;"03/10/2017";"13/10/2017";"01/03/2017";0
17842;17;GSAN;Atendimento;Matrícula 10584450 na RD 12/2016;"03/10/2017";"26/01/2018";"01/03/2017";0
17844;17;GSAN;Atendimento;Projeto Agua da Compesa - erro no sistema;"03/10/2017";"17/10/2017";"01/03/2017";0
17845;17;GSAN;Atendimento;"341 - PROCESSOS PARA EXECUCAO DIARIA";"03/10/2017";"03/10/2017";"01/03/2017";0
17846;17;GSAN;Corretiva;INFORMAÇÕES CONFIDENCIAIS DISPONIVEIS NO HISTORICO DE TRANSAÇÕES DO IMOVEL;"03/10/2017";"25/10/2017";"01/03/2017";0
17847;17;GSAN;Corretiva;Erro - não permite incluir a O.S de fiscalização na programação após geração O.S de fiscalização de R.A. encerrado;"03/10/2017";"21/12/2017";"01/03/2017";0
17848;17;GSAN;Atendimento;Levantamento dos serviços executados pela Enorsul;"03/10/2017";"03/10/2017";"01/03/2017";0
17849;17;GSAN;Atendimento;Falha no cálculo da conta de imóveis de Petrolina;"03/10/2017";"03/07/2018";"01/03/2017";0
17850;17;GSAN;Evolutiva;Criação do campo na tabela OS_ACOMP_MOT_NAO_ACEITE - Indicador de Incidência no Índice de Reprovação;"03/10/2017";"17/10/2017";"01/03/2017";0
17851;17;GSAN;Evolutiva;INCLUIR CAMPO DE MUNICIPIO NOS RELATORIOS DE FATURAMENTO REFERENTES A HISTOGRAMA;"04/10/2017";"27/09/2018";"01/03/2017";0
17852;3;Alpha;Atendimento;admin/solution - alteração de senha;"04/10/2017";"04/10/2017";"01/03/2017";0
17853;28;SIC;Correções;Nova Escala de Trabalho - Não exibe opções;"04/10/2017";"22/11/2017";"01/03/2017";0
17854;57;ITC ;Atendimento;Alteração nos valores da coluna ASSESSED da tabela netbase.STD_BIL_CPOINT;"04/10/2017";"04/10/2017";"01/03/2017";0
17855;55;Projeto de Terceiros;Atendimento;Normas e Padrões - Documentos não estão podendo ser salvos - Retirar a Tabela COMPESA;"04/10/2017";"04/10/2017";"01/03/2017";0
17856;17;GSAN;Atendimento;Comandar 3ª remessa Carta de Negociação;"04/10/2017";"20/10/2017";"01/03/2017";0
17857;28;SIC;Atendimento;Email CCO 0 Bytes;"04/10/2017";"04/10/2017";"01/03/2017";0
17858;3;Alpha;Atendimento;admin/solution - criação de login;"04/10/2017";"04/10/2017";"01/03/2017";0
17859;17;GSAN;Atendimento;Alterar Vencimento de Fatura Referência 09/2017;"04/10/2017";"05/10/2017";"01/03/2017";0
17860;17;GSAN;Atendimento;Planilha Imóveis Industriais;"04/10/2017";"11/10/2017";"01/03/2017";0
17861;17;GSAN;Atendimento;Gestão da efetividade da RD - 12/2016 ( Programa de Rec. e Fidelização de clientes Inadimplentes.;"04/10/2017";"04/10/2017";"01/03/2017";0
17862;3;Alpha;Atendimento;admin/solution - criação de login;"04/10/2017";"04/10/2017";"01/03/2017";0
17863;3;Alpha;Atendimento;contratos - atendimento ao usuario;"04/10/2017";"04/10/2017";"01/03/2017";0
17864;3;Alpha;Atendimento;admin/solution - criação de login;"04/10/2017";"04/10/2017";"01/03/2017";0
17865;3;Alpha;Atendimento;admin/solution - criação de login;"04/10/2017";"04/10/2017";"01/03/2017";0
17866;17;GSAN;Atendimento;Desbloqueio de acesso.;"04/10/2017";"05/10/2017";"01/03/2017";0
17867;3;Alpha;Atendimento;admin/solution - criação de login;"04/10/2017";"04/10/2017";"01/03/2017";0
17868;17;GSAN;Atendimento;Planilha Carteira Condomínios;"04/10/2017";"11/10/2017";"01/03/2017";0
17869;61;SIG - Sistema Informações Gerenciais;Atendimento;Gestão da efetividade da RD - 12/2016 ( Programa de Rec. e Fidelização de clientes Inadimplentes.;"04/10/2017";"22/02/2019";"01/03/2017";0
17870;17;GSAN;Corretiva;"Encerrar O.S - Não fazer a pergunta ""Deseja encerrar o Registro de Atendimento associado à Ordem de Serviço?"" para usuário terceirizado do Contrato da GMR";"04/10/2017";;"01/03/2017";0
17871;17;GSAN;Corretiva;Processo 2 - Faturar grupo faturamento Grupo 8;"04/10/2017";"05/10/2017";"01/03/2017";0
17872;17;GSAN;Atendimento;Solicitação de extração de Dados;"05/10/2017";"10/10/2017";"01/03/2017";0
17873;17;GSAN;Atendimento;Inclusão da Matrícula no Débito Automático;"05/10/2017";"06/10/2017";"01/03/2017";0
17874;60;SIPLAN - Sistema Planejamento;Evoluções e Novos Projetos;Login Especial - SIPLAN;"05/10/2017";"10/10/2017";"01/03/2017";0
17875;17;GSAN;Atendimento;geras relação de cortes da centro;"05/10/2017";"05/10/2017";"01/03/2017";0
17876;17;GSAN;Evolutiva;inserir unidade de destino na geração do comandos;"05/10/2017";"05/12/2017";"01/03/2017";0
17877;17;GSAN;Atendimento;IMOVEL NAO ESTA SAINDO NA ROTA DE LEITURA - 55755582;"05/10/2017";"11/10/2017";"01/03/2017";0
17878;17;GSAN;Corretiva;Erro na recepção do roteiro de cadastro da localidade Timbaúba S-810;"05/10/2017";"06/10/2017";"01/03/2017";0
17879;17;GSAN;Atendimento;Correçaõ encerramento de OS;"05/10/2017";"05/10/2017";"01/03/2017";0
17880;17;GSAN;Atendimento;Alterar/incluir categoria de imóvel para publico - Restringir;"05/10/2017";"16/11/2017";"01/03/2017";0
17881;17;GSAN;Atendimento;APURAÇÃO TELECOBRANÇA;"05/10/2017";"11/10/2017";"01/03/2017";0
17882;17;GSAN;Atendimento;RETIRAR DO CODIGO 42 - 18391201;"05/10/2017";"06/10/2017";"01/03/2017";0
17883;17;GSAN;Corretiva;Relatório de Faturamento - Arquivo EFD-CONTRIBUIÇÕES - OPÇÃO 2;"05/10/2017";"17/10/2017";"01/03/2017";0
17884;17;GSAN;Atendimento;Processo 2 -  FATURAR GRUPO FATURAMENTO;"05/10/2017";"06/10/2017";"01/03/2017";0
17885;3;Alpha;Atendimento;admin/solution - alteração de senha;"06/10/2017";"06/10/2017";"01/03/2017";0
17886;3;Alpha;Atendimento;ORÇAMENTO - Analisar o processo envolvido na flag c_ggo cadastro pessos;"06/10/2017";"06/10/2017";"01/03/2017";0
17887;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Ao colocar Resumo Faturamento aparecem imóveis excluídos;"06/10/2017";"22/02/2019";"01/03/2017";0
17888;17;GSAN;Atendimento;Informações de Tamandaré;"06/10/2017";"13/10/2017";"01/03/2017";0
17889;38;BI Desenvolvimento;Atendimento;[SAT] Atualização;"06/10/2017";"06/10/2017";"01/03/2017";0
17890;17;GSAN;Atendimento;Remover e-mails errados;"06/10/2017";"23/02/2018";"01/03/2017";0
17892;17;GSAN;Atendimento;"Alteração na situação da ligação de esgoto para ""ligado fora de uso"" sem RA e sem registro no GSAN";"06/10/2017";"19/10/2017";"01/03/2017";0
17893;17;GSAN;Atendimento;PROCESSO 5 - GERAR DADOS DIARIOS ARRECADACAO;"06/10/2017";"10/10/2017";"01/03/2017";0
17894;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Adicionar volume coletado de esgoto no analítico do BI Comercial;"06/10/2017";"19/02/2018";"01/03/2017";0
17895;17;GSAN;Atendimento;DESENVOLVER PLANILHA DE RETIFICAÇÕES E CANCELAMENTOS;"06/10/2017";"13/10/2017";"01/03/2017";0
17896;17;GSAN;Atendimento;IMPEDIR QUE IMOVEL COM AÇÃO GANHA NA JUSTICA VOLTE A SER SUSPENSO AUTOMATICAMENTE - 2830299;"06/10/2017";"20/10/2017";"01/03/2017";0
17897;17;GSAN;Atendimento;Processo 3 - GERAR DADOS PARA LEITURA Grupo 14;"07/10/2017";"17/10/2017";"01/03/2017";0
17898;17;GSAN;Atendimento;PERMITIR AVERBAÇÃO NAS CARTEIRAS VAREJO E CONDOMÍNIOS;"09/10/2017";"23/02/2018";"01/03/2017";0
17899;17;GSAN;Corretiva;Atendimento;"09/10/2017";"11/10/2017";"01/03/2017";0
17900;39;GABI;Atendimento;Criar a Gerência GGR-RCT;"09/10/2017";"10/01/2019";"01/03/2017";0
17901;28;SIC;Correções;Controle de prestação de contas;"09/10/2017";"07/12/2017";"01/03/2017";0
17902;17;GSAN;Atendimento;Retirar o cód. 42 da matrícula 54335172;"09/10/2017";"10/10/2017";"01/03/2017";0
17904;17;GSAN;Corretiva;GSAN WEB E GSANEOS | Problemas para encerramento das OS's e RA's;"09/10/2017";"06/12/2017";"01/03/2017";0
17905;61;SIG - Sistema Informações Gerenciais;Atendimento;Solicitação de atualização da Query;"09/10/2017";"11/10/2017";"01/03/2017";0
17906;28;SIC;Evoluções e Novos Projetos;Acompanhamento e análise de Resultado do IDEP;"09/10/2017";"15/01/2018";"01/03/2017";0
17908;17;GSAN;Atendimento;LIBERAR ACESSO ESPECIAL P/ RETIRAR SITUAÇÃO DE COBRANÇA;"10/10/2017";"10/10/2017";"01/03/2017";0
17909;3;Alpha;Atendimento;ORÇAMENTO DE OBRAS - Correção da data base da revisão na cópia de um orçamento de obras;"10/10/2017";"23/11/2017";"01/03/2017";0
17910;17;GSAN;Corretiva;Identificar o colaborador no processo de atualização cadastral;"10/10/2017";"03/04/2018";"01/03/2017";0
17911;17;GSAN;Evoluções e Novos Projetos;Adequação da Inserção de Hidrômetros a NBR 8194 - Numeração do hidrometro com 12 caracteres;"10/10/2017";;"01/03/2017";0
17912;17;GSAN;Atendimento;ATUALIZAÇÃO DE QUERY;"10/10/2017";"06/11/2017";"01/03/2017";0
17913;13;JUSCOMPESA;Evoluções e Novos Projetos;Forma de Pagamento de Novo Contrato: Cível e Juizados;"10/10/2017";"14/03/2018";"01/03/2017";0
17914;60;SIPLAN - Sistema Planejamento;Atendimento;Cadastrar CCM;"10/10/2017";"13/10/2017";"01/03/2017";0
17915;28;SIC;Correções;Consignados: Novo Banco Sicredi Pernambucred - Erro ao Importar Remessa;"10/10/2017";"11/10/2017";"01/03/2017";0
17916;28;SIC;Evoluções e Novos Projetos;Software de agendamentos visitas mediadas Universo Compesa;"11/10/2017";"27/11/2017";"01/03/2017";0
17917;3;Alpha;Atendimento;Criação de usuário no Alpha;"11/10/2017";"11/10/2017";"01/03/2017";0
17918;28;SIC;Evoluções e Novos Projetos;Software participação e avaliação visitas mediadas Universo Compesa;"11/10/2017";"14/05/2018";"01/03/2017";0
17919;3;Alpha;Atendimento;Criação de usuário no Alpha;"11/10/2017";"11/10/2017";"01/03/2017";0
17920;3;Alpha;Atendimento;Criação de usuário no Alpha;"11/10/2017";"11/10/2017";"01/03/2017";0
17921;3;Alpha;Atendimento;Criação de usuário no Alpha;"11/10/2017";"11/10/2017";"01/03/2017";0
17922;3;Alpha;Atendimento;Criação de usuário no Alpha;"11/10/2017";"11/10/2017";"01/03/2017";0
17923;13;JUSCOMPESA;Evoluções e Novos Projetos;RCT-REPORT :: Criação de Menu para Atividades da GGR;"11/10/2017";"28/12/2017";"01/03/2017";0
